commentOrDocument,modifyDate,docketId,commentOnDocumentId,id,organization,firstName,lastName,title,comment,attachments,link
comment,2021-11-10T20:35:20Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0110,CTIA,,,Public Comment 110. CTIA. Company Representative. 11/08/21,See attached file(s),"[('BIS IC Comment Form - CTIA 11-8-21', 'https://downloads.regulations.gov/BIS-2021-0036-0110/attachment_1.xlsx'), ('CTIA Comments BIS Supply Chain Notice 11-8-21', 'https://downloads.regulations.gov/BIS-2021-0036-0110/attachment_2.pdf')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0110
comment,2021-11-10T20:48:00Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0114,Semiconductor Industry Association,,,Public Comment 114. Semiconductor Industry Association. Company Representative. 11/08/21,Please find the attached comments of the Semiconductor Industry Association (SIA). ,"[('SIA Response to Commerce RFI on Semiconductor Supply Chain Risks', 'https://downloads.regulations.gov/BIS-2021-0036-0114/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0114
comment,2021-11-10T21:17:58Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0119,Stryker,,,Public Comment 121. Stryker. Company Representative. 11/08/21,Attached please find Stryker&#39;s Business Confidential Submission as well as our Public Submission. Thank you. ,"[('P Stryker BIS IC Comment Form - Final 11 8 21', 'https://downloads.regulations.gov/BIS-2021-0036-0119/attachment_2.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0119
comment,2021-10-04T14:19:01Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0004,AGC Multi Materials,,,Public Comment 2. AGC Multi Materials. Robert Nurmi. 09/30/21,"Offshore PCB materials (even if sold by US companies) in sensitive A&amp;D programs (or any sensitive programs) is our primary concern. <br/> <br/>The DOD is rightly concerned on semi-conductor security of supply. Ensuring DOD semi-conductors are produced in the US is significant. However, once the semi-conductors are sourced in the US, they also need to be &ldquo;packaged&rdquo;. The &ldquo;package&rdquo; typically consists of  the semi-conductor mounted onto a miniature printed circuit board or substrate, which will be the component that will be assembled onto the main printed circuit board. These supply chains for packaging, printed circuit boards, and assembly also need to be sourced in the US. It does not make sense to resolve the sourcing of semi- conductors in the US, but then have to ship them to Asia for packaging, printed circuit boards, and assembly.<span style='padding-left: 30px'></span><br/> <br/>The raw materials (glass copper ,resin) within PCB materials, are also vulnerable for programs if not from &ldquo;friendly&rdquo; allies. Prepreg materials produced in Taiwan, supplied to US for lamination should be considered vulnerable.  Many A&amp;D designs call out generic IPC specs which allows the use of foreign material supply.<br/> <br/>I would have the DOD instruct their suppliers, Raytheon, Northrop, L3 Harris, Boeing, GD, etc, to do a supply chain review of their electronics sourcing, PCBs, materials, raw materials, to evaluate the risk. Every effort should be made to source from US, or at least friendly allies. <br/> <br/>We believe the A&amp;D electronics would be more secure by specifying on shore printed circuit materials and Printed Circuit Board Fabrication. AGC Multi Materials (Nelco and Taconic printed circuit materials), are produced in CA and AZ, USA. <br/> <br/>Thank you for your consideration.<br/><br/>Best regards,<br/><br/>Robert Nurmi<br/>Director of Technical Marketing<br/>AGC Multi Material America, Inc<br/>413-212-4464<br/> <br/> <br/> <br/>",[],https://api.regulations.gov/v4/comments/BIS-2021-0036-0004
comment,2021-11-15T19:52:59Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0165,"Spectrum Solutions, Inc.",,,Public Comment 77. Spectrum Solutions Inc. Company Representative. 11/08/21,See attached file(s),[],https://api.regulations.gov/v4/comments/BIS-2021-0036-0165
comment,2021-11-10T22:51:25Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0140,"Advanced Micro Devices, inc.",,,Public Comment 142. Advanced Micro Devices Inc. Company Representative. 11/08/21,"Advanced Micro Devices, Inc., hereby provides business confidential and public submissions responding to the September 24, 2021, Request for Public Comments on Risks in the Semiconductor Supply Chain issued by the U.S. Department of Commerce Bureau of Industry and Security.","[('P -- AMD -- Risks in the Semiconductor Supply Chain 11.8.21', 'https://downloads.regulations.gov/BIS-2021-0036-0140/attachment_1.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0140
comment,2021-11-12T18:02:05Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0160,Henniges Automotive,,,Public Comment 161. Henniges Automotive. Company Representative. 11/08/21,See Attached,"[('P - Henniges Automotive', 'https://downloads.regulations.gov/BIS-2021-0036-0160/attachment_1.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0160
comment,2021-11-12T18:09:26Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0162,Rambus Inc,,,Public Comment 163. Rambus Inc. Company Representative. 11/08/21,See Attached,"[('P - Rambus', 'https://downloads.regulations.gov/BIS-2021-0036-0162/attachment_1.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0162
comment,2021-11-12T17:48:06Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0157,Council for Quality Respiratory Care,,,Public Comment 158. Council for Quality Respiratory Care. Company Representative. 11/08/21,See Attached,"[('P - Quality Respiratory Care (CQRC)', 'https://downloads.regulations.gov/BIS-2021-0036-0157/attachment_1.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0157
comment,2021-11-12T17:33:38Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0155,BSH Home Appliances Corporation,,,Public Comment 156. BSH Home Appliances Corporation. Company Representative. 11/08/21,See Attached,[],https://api.regulations.gov/v4/comments/BIS-2021-0036-0155
comment,2021-11-10T21:55:13Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0123,Texas Instruments,,,Public Comment 125. Texas Instruments. Steve Bonner. 11/08/21,See attached file(s),"[('P- Texas Instruments- BIS-2021-0036-0005', 'https://downloads.regulations.gov/BIS-2021-0036-0123/attachment_1.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0123
comment,2021-11-10T23:47:17Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0151,Apple Inc.,,,Public Comment 153. Apple Inc. Company Representative. 11/08/21,Apple Inc. Comments on Risks in the Semiconductor Supply Chain,"[('P_Apple_BIS IC Comment Form', 'https://downloads.regulations.gov/BIS-2021-0036-0151/attachment_1.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0151
comment,2021-11-10T22:09:09Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0129,Qualcomm Incorporated,,,Public Comment 131. Qualcomm Incorporated. Nate Tibbits. 11/08/21,See attached file(s),"[('Qualcomm Comments on Supply Chain Risks 11.8.2021 --- Final for Submission', 'https://downloads.regulations.gov/BIS-2021-0036-0129/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0129
comment,2021-11-10T21:31:04Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0122,NXP Semiconductors,,,Public Comment 124. NXP Semiconductors. Peter Esser. 11/08/21,NXP Semiconductors respectfully submits the attached comments responsive to the U.S. Department of Commerce Bureau of Industry and Security Notice of Request for Public Comments on Risks in the Semiconductor Supply Chain.<br/><br/>Peter Esser<br/>Head of Government Affairs<br/>NXP USA,"[('P BIS IC Comment Form - NXP - NON-CONFIDENTIAL FINAL', 'https://downloads.regulations.gov/BIS-2021-0036-0122/attachment_2.pdf')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0122
comment,2021-11-10T23:38:18Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0148,II-VI Incorporated,,,Public Comment 150. II-VI Incorporated. Company Representative. 11/08/21,"Business Confidential submittal for II-VI Incorporated.  Four files covering Gallium Arsenide, Silicon Carbide, Gallium Nitride, and Indium Phosphide Compound Semiconductors products.  ",[],https://api.regulations.gov/v4/comments/BIS-2021-0036-0148
comment,2021-11-12T16:30:15Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0153,"CMC Materials, Inc.",,,Public Comment 154. CMC Materials Inc. Company Representative. 11/08/21,See attached file(s),"[('CMC Materials - RFI BIS-2021-0036-0002', 'https://downloads.regulations.gov/BIS-2021-0036-0153/attachment_1.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0153
comment,2021-11-05T19:30:36Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0017,"GlobalWafers Co., Ltd.",,,Public Comment 15. GlobalWafers Co. Michael Shueh. 11/03/21,"Please have the documents (one public, the other business confidential) from GlobalWafers. Thank you.","[('P_BIS-2021-0036_GlobalWafers', 'https://downloads.regulations.gov/BIS-2021-0036-0017/attachment_1.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0017
comment,2021-11-05T20:16:56Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0020,"Buehler Motor, Inc.",,,Public Comment 18. Buehler Motor Inc. David Griffith. 10/21/21,See attached file(s),[],https://api.regulations.gov/v4/comments/BIS-2021-0036-0020
comment,2021-10-27T15:13:31Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0014,,,,Public Comment 12. Northwest Nazarene University. Stephen Parke. 10/26/21,"Northwest Nazarene University, Boise, ID  support for USA Semiconductor Workforce Expansion Plan  &quot;American Semiconductor Academy&quot; <br/>See attached file(s)","[('BIS-2021-0036-0002_content NNU', 'https://downloads.regulations.gov/BIS-2021-0036-0014/attachment_1.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0014
comment,2021-10-25T13:26:54Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0012,"University of California, Berkeley",,,Public Comment 10. University of California Berkeley. Tsu-Jae King Liu. 10/22/21,See attached file(s),"[('BIS-2021-0036-0002_content (1)', 'https://downloads.regulations.gov/BIS-2021-0036-0012/attachment_1.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0012
comment,2021-10-20T18:37:10Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0009,Tower Semiconductor,,,Public Comment 7. Tower Semiconductor. Guy Eristoff. 10/18/21,"Dear BIS Professionals,  Attached is the filled out Excel file and a commentary in *.PDF<br/><br/>Best,<br/><br/>Guy Eristoff, Chief Strategy Officer, Tower Semiconductor +1 408 202 3502","[('Tower Semiconductor BIS-2021-0036-0002_content', 'https://downloads.regulations.gov/BIS-2021-0036-0009/attachment_1.xlsx'), ('Tower Semiconductor Supplamental Explanation BIS-2021-0036-0002_content', 'https://downloads.regulations.gov/BIS-2021-0036-0009/attachment_2.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0009
comment,2021-10-20T18:27:11Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0007,,,DAWSON,Public Comment 5. Autokiniton. Shelly Dawson. 10/15/21,Please see the attached survey from Autokiniton (GM) Supplier Duns # 067350017<br/>Note: This survey does not apply to our Company,"[('Semionductor Survey GM', 'https://downloads.regulations.gov/BIS-2021-0036-0007/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0007
comment,2021-11-05T20:26:04Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0022,Boise State University,,,Public Comment 20. Boise State University. JoAnn Lighty. 11/04/21,See attached file(s),"[('BIS-2021-0036-0002_content_BSU', 'https://downloads.regulations.gov/BIS-2021-0036-0022/attachment_1.xlsx')]",https://api.regulations.gov/v4/comments/BIS-2021-0036-0022
comment,2021-11-05T20:19:54Z,BIS-2021-0036,BIS-2021-0036-0001,BIS-2021-0036-0021,Modatek Systems,,,Public Comment 19. Modatek Systems. James Craig. 10/26/21,"Hello,  <br/>We are a tier 1 supplier that does not have any direct involvement in the semi conductor procurement, distribution or manufacturing process. While our business is intrinsically linked to the ongoing semi-conductor shortage we have no direct involvement in the aforementioned process. Specifically, we manufacture, links, control arms and cradles, that do not tie directly into the semi conductor business. We completed this form at GMs request. ",[],https://api.regulations.gov/v4/comments/BIS-2021-0036-0021
