commentOrDocument,modifyDate,docketId,commentOnDocumentId,id,organization,firstName,lastName,title,comment,attachments,link
comment,2021-12-07T00:42:34Z,NIST-2021-0006,NIST-2021-0006-0001,NIST-2021-0006-0031,,,Baron,Comment on FR Doc # 211026-0219,"<br/>Dear Madam or Sir, <br/>We are grateful to the National Institute of Standards and Technology (NIST) for the opportunity to provide comments on People&#39;s Republic of China (PRC) influence in the development of international standards for emerging technologies. <br/><br/>We would like to draw your attention to our recent working paper &ldquo;Global Competition for SDO Leadership Positions&rdquo;. We have empirically analyzed appointments to working group chair positions in four Standards Development Organizations (SDO): 3GPP, IETF, OneM2M, and IEEE&rsquo;s 802.11 Working Group. We have analyzed the number of working group chair positions held by Chinese individuals, as well as by individuals affiliated with Huawei.    <br/><br/>We would like to share the following findings:<br/><br/>-<span style='padding-left: 30px'></span>Chinese individuals are significantly less likely to be appointed to chair positions than similarly experienced individuals from certain Western countries.<br/><br/>-<span style='padding-left: 30px'></span>In recent years, Huawei was the affiliation with the largest number of attendees in each of the four SDOs that we studied. Huawei&rsquo;s share was larger among working group chairs than among attendees, but the extent of that over-representation was not larger than that of other large companies.<br/><br/>-<span style='padding-left: 30px'></span>There are indications that Huawei has actively pursued a leading position within these. Huawei has recruited a particularly large number of individuals with significant prior SDO experience; and Huawei employees are particularly assiduous meeting attendees. <br/><br/>-<span style='padding-left: 30px'></span>Individuals are primarily appointed to SDO leadership positions because of their individual characteristics; in particular SDO experience and technical expertise<br/><br/>-<span style='padding-left: 30px'></span>Affiliation with a large SDO stakeholder has a significant positive effect on individuals&rsquo; likelihood of being appointed to SDO chair positions in some SDOs. Being appointed to chair positions furthermore has a positive effect on the likelihood that an individual is recruited by one of these large commercial SDO stakeholders in some SDOs. We found both effects to be significant at IETF, but not at 3GPP. Huawei is not statistically significantly different from other large commercial SDO stakeholders in both regards.<br/><br/>Based on our findings and our extensive prior research on SDOs, we would like to offer the following comments: <br/><br/>-<span style='padding-left: 30px'></span>The participation of Chinese individuals and organizations in international ICT standards development is beneficial for the development of internationally coherent ICT standards. While we document a pattern of increased Chinese participation in SDOs, we did not find evidence that any of these SDOs is currently at risk of being dominated by Chinese interests.<br/><br/>-<span style='padding-left: 30px'></span>Most leadership positions in SDOs are held by employees of private companies that have commercial stakes in the SDO&rsquo;s decisions. Perceived or actual conflicts of interests of SDO leaders may weaken the legitimacy of SDOs. The trustworthiness of SDO governance is thus of paramount importance. <br/><br/>We would like to offer the following recommendations:<br/><br/>-<span style='padding-left: 30px'></span>Efforts to restrict the participation of Chinese individuals or organizations in ICT standards development and their representation in SDO leadership appear unwarranted. <br/><br/>-<span style='padding-left: 30px'></span>Concerns over undue influence by Chinese organizations, or any other actor; are best addressed within the framework of SDOs&rsquo; governance.<br/><br/>-<span style='padding-left: 30px'></span>SDO policies allowing individuals to actively participate in SDO activities on their own behalf do not eliminate the influence that the affiliations of individual SDO participants may exercise. The most significant check on undue influence by any individual organization is competition between different stakeholders and between different interest groups. <br/><br/>-<span style='padding-left: 30px'></span>OMB Circular A-119 defines &quot;Voluntary consensus standards bodies&quot; as organizations that are characterized by certain governance principles: (i) Openness. (ii) Balance of interest. (iii) Due process. (vi) An appeals process. (v) Consensus. These governance principles are conducive to objective technical decision-making, and promote meritocracy in the selection of SDO leadership. Policies or efforts that target one type of stakeholders (e.g. Chinese companies) are not in line with these principles; they are also likely to lead to international fragmentation of ICT standards, which may negatively affect US companies&rsquo; access to important foreign markets.<br/><br/>We are available to discuss the findings of our research, or provide additional information on our methodology for studying appointments to SDO leadership positions. We hope that our research may be useful to support NIST&rsquo;s own analysis in this important matter.<br/><br/>Sincerely,<br/>Dr. Justus Baron,<br/>Dr. Olia Kanevskaia<br/><br/>Dr. Justus Baron is a Senior Research Associate in Economics at the Center on Business, Law, and Economics (CLBE), Northwestern University School of Law. <br/>Dr. Olia Kanevskaia is an Assistant Professor of Law at University of Utrecht. <br/>","[('Baron Kanevskaia Global Competition for SDO Leadership Positions', 'https://downloads.regulations.gov/NIST-2021-0006-0031/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2021-0006-0031
comment,2021-12-07T00:40:43Z,NIST-2021-0006,NIST-2021-0006-0001,NIST-2021-0006-0030,BRG Institute,,,Comment on FR Doc # 211026-0219,Please find the response letter and referenced presentation from BRG Institute attached for NIST-2021-0006.,"[('BRG-Institute_NIST-RFI-2021-0006-response-and-presentation_2021-12-06', 'https://downloads.regulations.gov/NIST-2021-0006-0030/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2021-0006-0030
comment,2021-12-07T00:47:57Z,NIST-2021-0006,NIST-2021-0006-0001,NIST-2021-0006-0036,The Alliance for Telecommunications Industry Standards,,,Comment on FR Doc # 211026-0219,See attached file(s),"[('NIST China RFI Comments_Final', 'https://downloads.regulations.gov/NIST-2021-0006-0036/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2021-0006-0036
comment,2021-12-07T00:46:41Z,NIST-2021-0006,NIST-2021-0006-0001,NIST-2021-0006-0035,Consumer Technology Association,,,Comment on FR Doc # 211026-0219,Attached are the comments of the Consumer Technology Association,"[('CTA Comments on NIST PRC Standards RFI', 'https://downloads.regulations.gov/NIST-2021-0006-0035/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2021-0006-0035
comment,2021-11-23T16:51:53Z,NIST-2021-0006,NIST-2021-0006-0001,NIST-2021-0006-0003,,,Main,Comment on FR Doc # 211026-0219,See attached file(s),"[('BMain NIST China RFI Nov 2021', 'https://downloads.regulations.gov/NIST-2021-0006-0003/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2021-0006-0003
comment,2021-12-09T15:52:25Z,NIST-2021-0006,NIST-2021-0006-0001,NIST-2021-0006-0040,Qualcomm,,Petrovcic,Qualcomm comments_Public Submission,See Attached,"[('Qualcomm comments_Public Submission', 'https://downloads.regulations.gov/NIST-2021-0006-0040/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2021-0006-0040
comment,2021-12-09T15:53:31Z,NIST-2021-0006,NIST-2021-0006-0001,NIST-2021-0006-0041,,,Scarpelli,ACT Comments re NIST China-Intl Standards Study (6 Dec 2021),See Attached,"[('ACT Comments re NIST China-Intl Standards Study (6 Dec 2021)', 'https://downloads.regulations.gov/NIST-2021-0006-0041/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2021-0006-0041
comment,2021-11-24T15:21:41Z,NIST-2021-0006,NIST-2021-0006-0001,NIST-2021-0006-0004,,,Caton,Comment on FR Doc # 211026-0219,"I&#39;ve attached a white paper published by the MS-ISAC that details how PRC tech industry supports state intelligence initiatives. While the paper itself may not be directly related to standards-setting, the relationships it explores between the CCP and commercial Chinese companies may be of use in your research. The PRC seeks global hegemony via Belt and Road/ Digital Silk Road initiatives. Companies such as Huawei, Alibaba and ZTE and given preferential treatment by the CCP when expanding into new countries and signing contracts with foreign governments to build out network infrastructure (telecommunications, surveillance, etc.). By virtue of this expansion, the PRC can then dictate what standards these foreign governments must implement in order to use the purchased technology as laid out by these contracts. ","[('MS-ISAC White Paper - PRC Using Technology Industry to Support Intelligence Initiatives - TLP WHITE', 'https://downloads.regulations.gov/NIST-2021-0006-0004/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2021-0006-0004
comment,2021-11-30T12:38:00Z,NIST-2021-0006,NIST-2021-0006-0001,NIST-2021-0006-0005,Information Technology Industry Council (ITI),,,Comment on FR Doc # 211026-0219,See attached file(s),"[('ITI Submission_NIST RFI on China', 'https://downloads.regulations.gov/NIST-2021-0006-0005/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2021-0006-0005
comment,2021-12-06T20:19:54Z,NIST-2021-0006,NIST-2021-0006-0001,NIST-2021-0006-0016,USTelecom,,,Comment on FR Doc # 211026-0219,See attached file(s),"[('USTelecom NIST Standards 12.6.21', 'https://downloads.regulations.gov/NIST-2021-0006-0016/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2021-0006-0016
comment,2021-12-07T00:36:26Z,NIST-2021-0006,NIST-2021-0006-0001,NIST-2021-0006-0027,"Renewing American Innovation Project, Center for Strategic and International Studies",,,Comment on FR Doc # 211026-0219,See attached file(s),"[('NIST Standards RFI Response_CSIS', 'https://downloads.regulations.gov/NIST-2021-0006-0027/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2021-0006-0027
comment,2021-12-07T00:44:59Z,NIST-2021-0006,NIST-2021-0006-0001,NIST-2021-0006-0033,Telecommunications Industry Association (TIA),,,Comment on FR Doc # 211026-0219,"Please see attached the comments of the Telecommunications Industry Association (TIA). Please feel free to reach out with any questions about our submission. <br/><br/>Best,<br/>Patrick Lozada<br/>Director of Global Policy ","[('2021.12.06 TIA China NIST RFI FINAL', 'https://downloads.regulations.gov/NIST-2021-0006-0033/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2021-0006-0033
comment,2021-12-07T00:43:39Z,NIST-2021-0006,NIST-2021-0006-0001,NIST-2021-0006-0032,,,Vehafric,Comment on FR Doc # 211026-0219,See attached file(s),"[('Vehafric_NIST_Comments', 'https://downloads.regulations.gov/NIST-2021-0006-0032/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2021-0006-0032
comment,2021-12-07T00:38:25Z,NIST-2021-0006,NIST-2021-0006-0001,NIST-2021-0006-0028,,,Anonymous,Comment on FR Doc # 211026-0219,See attached file(s),"[('Comments', 'https://downloads.regulations.gov/NIST-2021-0006-0028/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2021-0006-0028
comment,2021-12-07T00:50:37Z,NIST-2021-0006,NIST-2021-0006-0001,NIST-2021-0006-0039,ARTICLE 19,,,Comment on FR Doc # 211026-0219,See attached file(s),"[('NIST RFI Study on PRC Policies and Influence in the Development of International Standards for Emerging Technologies', 'https://downloads.regulations.gov/NIST-2021-0006-0039/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2021-0006-0039
comment,2021-12-07T00:45:39Z,NIST-2021-0006,NIST-2021-0006-0001,NIST-2021-0006-0034,,,,Comment on FR Doc # 211026-0219,Standards Australia requests you consider the attached submission.,"[('NIST RFI - PRC Policies and Influence in Development of Intl Stds for Emerging Tech Nov 2021', 'https://downloads.regulations.gov/NIST-2021-0006-0034/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2021-0006-0034
comment,2021-12-07T00:23:44Z,NIST-2021-0006,NIST-2021-0006-0001,NIST-2021-0006-0021,"The S-102 Mission Assurance Standards Working Group, Inc.",,,Comment on FR Doc # 211026-0219,"The purpose of this comment is to resubmit an earlier S-102 Mission Assurance Standards Working Group (S-102 MASWG) consensus response to the National Institute of Standards and Technology (NIST) Request for Information (RFI) at the following website:<br/>https://www.nist.gov/news-events/news/2021/11/nist-seeks-information-chinese-participation-international-standards<br/><br/>This S-102 MASWG consensus comment is free of personally identifiable information, and is intended to be applied specifically to the following excerpt, which is found in the NIST website above.<br/> <br/>&ldquo;The National Defense Authorization Act (NDAA) signed into law in January 2021 directed NIST to support a study that would make recommendations with respect to &ldquo;the effect of the policies of the People&rsquo;s Republic of China and coordination among industrial entities within the People&rsquo;s Republic of China on international bodies engaged in developing and setting international standards for emerging technologies.&rdquo;<br/>In June 2021, NIST awarded a contract to Makwa Global LLC to conduct the study. The RFI is an opportunity for standards development stakeholders, including those from various industries, to provide their input for the study on any relevant issues, including recommendations on how the U.S. might mitigate any undue influence of the PRC and bolster U.S. public and private sector participation in international standards-setting bodies.&rdquo;<br/><br/>COMMENT SUMMARY. <br/><br/>The S-102 MASWG respectfully asks the NIST to consider the reasonableness of the following two points:<br/><br/>1.<span style='padding-left: 30px'></span>Bolstering the use of telepresence robots in international standards-setting working groups (WGs), would cost-effectively bolster technically-competent international public and private sector participation in said WGs.<br/><br/>2.<span style='padding-left: 30px'></span>Bolstering technically-competent international public and private sector participation in international standards-setting WGs, would likely mitigate risk of undue influence by any single national participant.<br/><br/>COMMENT DETAILS.<br/><br/>Point #1 above is based on the successful participation of several telepresence robots in the virtual-only 55th ISO SC 14 WG5 (Space Systems - Program Management and Quality) meeting, that was held on the 8th and 9th of November 2021.<br/><br/>A 20% increase in participation in that meeting was attributed to &ldquo;live&rdquo; telepresence robots being present in an office in Torrance, California, which is where the U.S. member of SC 14 WG5 participated in the meeting. <br/><br/>Note the normal format of SC 14 WG5 meetings, and for all seven ISO SC 14 WGs for that matter, is a two to three-day, face-to-face group discussion.<br/><br/>Two advantages to using telepresence robots in normal international standards-setting WG meetings are:<br/><br/>a.<span style='padding-left: 30px'></span>Each person using a telepresence robot can interact face-to-face with everyone else in the room, without incurring the cost of traveling and staying in a hotel.<br/><br/>b.<span style='padding-left: 30px'></span>The meeting convener/host can avoid extra work preparing for and chaperoning virtual participants, because each &ldquo;live&rdquo; telepresence robot provides an autonomous physical presence in the meeting room. <br/><br/>Two disadvantages to using telepresence robots in normal international standards-setting WG meetings are:<br/><br/>a.<span style='padding-left: 30px'></span>Telepresence robots require a high-broadband WIFI signal in order to provide clear video and audio to the user. This requirement can severely limit the usability of telepresence robots in the international standards-setting community.<br/><br/>b.<span style='padding-left: 30px'></span>Most people have never operated a telepresence robot, and as a result, becoming comfortable with having a physical presence in a remote location may take some people longer to master than others.  <br/><br/>Point #2 above addresses the NIST concern of possible undue influence being exerted by the PRC participants on other national participants in the SC 14 WG5.<br/><br/>Based on a member of the S-102 MASWG, who has participated in the SC 14 WG5 for nine years, and has also chaired the S-102 MASWG for 18 years, there has been no undue influence exerted by the participants from the PRC on the other participants in the SC 14 WG5 from the U.S., the UK, Germany, France, Japan, Brazil, and Russia. <br/><br/>This concludes the S-102 MASWG&rsquo;s consensus response to the NIST RFI (NIST-2021-0006).<br/><br/>However, the S-102 MASWG wishes to bring to NIST&#39;s attention the following important question, which is not addressed in the NIST RFI (NIST-2021-0006): <br/><br/>&ldquo;What type of training system would bolster technically-competent U.S. public and private sector participation in international standards-setting bodies?&rdquo;<br/><br/>Since the NIST did not ask that question, it is not appropriate for the S-102 MASWG to provide a detailed comment in response to it here. <br/><br/>However, we respectfully request the NIST to include that question in a future RFI, to ensure all practical approaches for bolstering technically-competent U.S. public and private sector participation in international standards-setting bodies are identified and appropriately supported.<br/><br/>Sincerely,<br/>The S-102 MASWG",[],https://api.regulations.gov/v4/comments/NIST-2021-0006-0021
comment,2021-12-06T13:36:06Z,NIST-2021-0006,NIST-2021-0006-0001,NIST-2021-0006-0010,IEEE,,,Comment on FR Doc # 211026-0219,"The IEEE Standards Association (IEEE SA) welcomes the opportunity to provide its input to the National Institute of Standards and Technology (NIST) as it prepares for its Study on PRC Policies and Influence in the Development of International Standards for Emerging Technologies, and we respectfully submit the attached comments. <br/>","[('IEEE SA_response NIST-2021-0006_ 06Dec21', 'https://downloads.regulations.gov/NIST-2021-0006-0010/attachment_1.docx')]",https://api.regulations.gov/v4/comments/NIST-2021-0006-0010
comment,2021-12-06T13:37:30Z,NIST-2021-0006,NIST-2021-0006-0001,NIST-2021-0006-0011,"S-102 Mission Assurance Standards Working Group, Inc.",,,Comment on FR Doc # 211026-0219,"The purpose of this comment is to provide the S-102 Mission Assurance Standards Working Group&rsquo;s (MASWG&rsquo;s) consensus response to the excerpt below, which is found on the National Institute of Standards and Technology (NIST) Request for Information (RFI) website at the following URL:<br/>https://www.nist.gov/news-events/news/2021/11/nist-seeks-information-chinese-participation-international-standards<br/><br/>&ldquo;The National Defense Authorization Act (NDAA) signed into law in January 2021 directed NIST to support a study that would make recommendations with respect to &ldquo;the effect of the policies of the People&rsquo;s Republic of China and coordination among industrial entities within the People&rsquo;s Republic of China on international bodies engaged in developing and setting international standards for emerging technologies.<br/>In June 2021, NIST awarded a contract to Makwa Global LLC to conduct the study. The RFI is an opportunity for standards development stakeholders, including those from various industries, to provide their input for the study on any relevant issues, including recommendations on how the U.S. might mitigate any undue influence of the PRC and bolster U.S. public and private sector participation in international standards-setting bodies.&rdquo;<br/><br/>COMMENT SUMMARY. <br/><br/>The S-102 MASWG respectfully asks the NIST to consider the reasonableness of following two points:<br/><br/>1.<span style='padding-left: 30px'></span>Bolstering the use of telepresence robots in international standards-setting working groups (WGs), would cost-effectively bolster technically-competent international public and private sector participation in said WGs.<br/><br/>2.<span style='padding-left: 30px'></span>Bolstering technically-competent international public and private sector participation in international standards-setting WGs, would likely mitigate risk of undue influence by any single national participant.<br/><br/>COMMENT DETAILS.<br/><br/>Point #1 above is based on the successful participation of several telepresence robots in the virtual-only 55th ISO SC 14 WG5 (Space Systems - Program Management and Quality) meeting, that was held on the 8th and 9th of November 2021.<br/><br/>A 20% increase in participation in that meeting was attributed to &ldquo;live&rdquo; telepresence robots being present in an office in Torrance, California, which is where the U.S. member of SC 14 WG5 participated in the meeting. <br/><br/>Note the normal format of SC 14 WG5 meetings, and for all seven ISO SC 14 WGs for that matter, is a two to three-day, face-to-face group discussion.<br/><br/>Two advantages to using telepresence robots in normal international standards-setting WG meetings are:<br/><br/>a.<span style='padding-left: 30px'></span>Each person using a telepresence robot can interact face-to-face with everyone else in the room, without incurring the cost of traveling and staying in a hotel.<br/><br/>b.<span style='padding-left: 30px'></span>The meeting convener/host can avoid extra work preparing for and chaperoning virtual participants, because each &ldquo;live&rdquo; telepresence robot provides an autonomous physical presence in the meeting room. <br/><br/>Two disadvantages to using telepresence robots in normal international standards-setting WG meetings are:<br/><br/>a.<span style='padding-left: 30px'></span>Telepresence robots require a high-broadband WIFI signal in order to provide clear video and audio to the user. This requirement can severely limit the usability of telepresence robots in the international standards-setting community.<br/><br/>b.<span style='padding-left: 30px'></span>Most people have never operated a telepresence robot, and as a result, becoming comfortable with having a physical presence in a remote location may take some people longer to master than others.  <br/><br/>Point #2 above addresses the NIST concern of possible undue influence being exerted by the PRC participants on other national participants in the SC 14 WG5.<br/><br/>Based on Mr. Tyrone Jackson, who has participated in the SC 14 WG5 for nine years, and has also chaired of the S-102 MASWG for 18 years, there has been no undue influence exerted by the PRC participants on other national participants in the SC 14 WG5. <br/><br/>That concludes the S-102 MASWG&rsquo;s consensus response to the NIST RFI (NIST-2021-0006).<br/><br/>However, the S-102 MASWG wishes to bring to the attention of NIST the following question which is not included in the NIST RFI (NIST-2021-0006): <br/><br/>&ldquo;What type of training system would bolster technically-competent U.S public and private sector participation in international standards-setting bodies?&rdquo;<br/><br/>Since the NIST did not ask that question, it is not appropriate for the S-102 MASWG to provide a detailed comment in response to it here. <br/><br/>However, we respectfully request the NIST to include that question in a future RFI, to ensure all practical approaches for bolstering technically-competent U.S. public and private sector participation in international standards-setting bodies are identified and appropriately supported.<br/><br/>Sincerely,<br/>Tyrone Jackson CRE<br/>Director, S-102 Mission Assurance Standards Working Group<br/>U.S. TAG Lead for ISO TC 20/SC 14 WG5<br/>2171 Torrance Blvd., Suite 7, Torrance, CA 90501<br/>Wireless phone: 310-926-0297<br/>Tyrone.Jackson@S-102MASWG.com<br/>",[],https://api.regulations.gov/v4/comments/NIST-2021-0006-0011
comment,2021-12-06T17:05:47Z,NIST-2021-0006,NIST-2021-0006-0001,NIST-2021-0006-0012,,,Anonymous,Comment on FR Doc # 211026-0219,See attached file(s),"[(""Study on People's Republic of China (PRC) Policies and Influence in the Development of International Standards for Emerging Technologies"", 'https://downloads.regulations.gov/NIST-2021-0006-0012/attachment_1.docx')]",https://api.regulations.gov/v4/comments/NIST-2021-0006-0012
comment,2021-11-19T15:43:28Z,NIST-2021-0006,NIST-2021-0006-0001,NIST-2021-0006-0002,ASABE,,,Comment on FR Doc # 211026-0219,"&bull;<span style='padding-left: 30px'></span>Government subsidized with incentives for quantity produced, from our understanding. Much of this is from involvement in ISO/TC 293, Feed Machinery. This was initiated by China. <br/>&bull;<span style='padding-left: 30px'></span>Determination of a full portfolio of standards at the outset of technical committee determination without P member input or identified need<br/>o<span style='padding-left: 30px'></span>In ISO/TC 293, an initial portfolio was presented totaling 47 standards projects with 9 initiated at the same time. This was not successful and created strain on the other P member participants without the resources to support.<br/>o<span style='padding-left: 30px'></span>Inaugural Plenary discussion allowed for greater explanation of the process and the plan was refined to 3 major areas of focus and 3 standards projects as a start.<br/>&bull;<span style='padding-left: 30px'></span>Projects are populated with large numbers of Chinese experts (30) as opposed to other member countries with 1-3 experts participating at best<br/>&bull;<span style='padding-left: 30px'></span>Chinese experts are well versed in their areas of expertise but not familiar with ISO standards processes in many instances<br/>&bull;<span style='padding-left: 30px'></span>Consensus-based agreements are treated as more fluid and considered to be open to modification after the agreement has been made, which requires repeated discussion on the same topic multiple times<br/>&bull;<span style='padding-left: 30px'></span>The concept of a vote being the final determination is not familiar to many Chinese participants who have not experienced western cultures<br/>&bull;<span style='padding-left: 30px'></span>It appeared the government initially was assigning leadership roles, and possibly participants as well, without providing training in the process being used. This caused much confusion on all fronts.<br/>&bull;<span style='padding-left: 30px'></span>Of late, ISO leadership positions are filled with people having greater fluency in English and often extensive experience in the US educational system from advanced degrees. This has lessened some of the process conflict.<br/><br/>I would be willing to discuss our experiences in detail if requested. <br/>",[],https://api.regulations.gov/v4/comments/NIST-2021-0006-0002
comment,2021-12-06T13:23:59Z,NIST-2021-0006,NIST-2021-0006-0001,NIST-2021-0006-0007,ASTM International,,,Comment on FR Doc # 211026-0219,See attached file(s),"[('ASTM Intl Comments for NIST China Study Dec 2021', 'https://downloads.regulations.gov/NIST-2021-0006-0007/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2021-0006-0007
comment,2021-12-06T20:17:48Z,NIST-2021-0006,NIST-2021-0006-0001,NIST-2021-0006-0015,Accredited Standards Committee X9,,,Comment on FR Doc # 211026-0219,The Accredited Standards Committee X9 (a non-profit standards body) provides the information in the attached file regarding the NIST request (NIST-2021-0006) for input on Chinese Polices and Influence in the Development of International Standards.  <br/>See attached file(s),"[('ASC X9 Response to NIST on Chinese Standards Involvement', 'https://downloads.regulations.gov/NIST-2021-0006-0015/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2021-0006-0015
